clip_id,sentence
cQBrXCcfDyc_18-5-rgb_front,"Okay, very good."
cQBrXCcfDyc_2-5-rgb_front,"Sir, could you please come on up with your dollar?"
cQBrXCcfDyc_22-5-rgb_front,Are you ready?
cQBrXCcfDyc_23-5-rgb_front,"One, two, three, and the dollar is gone!"
cQBrXCcfDyc_24-5-rgb_front,"Where could it be, you might ask."
cQBrXCcfDyc_27-5-rgb_front,Cut that right around there like that.
cQBrXCcfDyc_29-5-rgb_front,Here is the serial number.
cQBrXCcfDyc_3-5-rgb_front,"There it is, very good."
cQBrXCcfDyc_31-5-rgb_front,Does it match?
cQBrXCcfDyc_32-5-rgb_front,"(Yes, it does.)"
cQBrXCcfDyc_33-5-rgb_front,There you have it!
cQBrXCcfDyc_4-5-rgb_front,"Ah, yes."
cQBrXCcfDyc_9-5-rgb_front,Roll it right up tight.
cQwxm1k62WY_23-5-rgb_front,You can have artificial light.
cRRD3k2ZGSc_0-8-rgb_front,Hi I'm Tim Gipson and I'm going to talk to you about how to use steel wool.
cRRD3k2ZGSc_7-8-rgb_front,So I'm Tim Gipson and that's how to use steel wool.
cRhaqTxGCLw_1-5-rgb_front,They're approximately 1 foot square.
cRhaqTxGCLw_9-5-rgb_front,"Once you're out of there, you're out of that mirror."
cRrKSTsUW10_13-2-rgb_front,So it won't be effective.
cRrKSTsUW10_3-2-rgb_front,And obviously you don't want that.
cTsJTnEs_hs_14-1-rgb_front,We're going to see what it looks like at full speed.
cTsJTnEs_hs_9-1-rgb_front,John's going to demonstrate.
cVe-33JxCEo_1-8-rgb_front,"Now, charm bracelets go way back."
cVe-33JxCEo_11-8-rgb_front,"If you're doing gold, you're going to always want to stick with solid gold."
cVgkQk7bIP4_11-5-rgb_front,"Well, the dog has to listen to you too, I told her."
cVgkQk7bIP4_22-5-rgb_front,His got to the kitchen training when down the drain.
cVgkQk7bIP4_3-5-rgb_front,Wrong.
cVgkQk7bIP4_5-5-rgb_front,"Wants to please you, not out of fear."
cXKFA8qu81E_5-5-rgb_front,So this has a front door made of plastic.
cYTNoYFqyc0_0-8-rgb_front,Just to recap and summarize our grip.
cYTNoYFqyc0_7-8-rgb_front,If you have a good grip that is going to force you to move in certain ways.
cYTNoYFqyc0_9-8-rgb_front,The same goes on the forehand.
cYdu_WW4808_1-5-rgb_front,This will look good.
cYdu_WW4808_11-5-rgb_front,You could do a button.
cYdu_WW4808_13-5-rgb_front,And there is your puff sleeve.
cYdu_WW4808_4-5-rgb_front,Not much variation there.
cZbKzFhPbsg_6-8-rgb_front,It also depends on how much you work.
cZhGkz4jNnk_0-8-rgb_front,Hi so what is green tea?
cZhGkz4jNnk_3-8-rgb_front,It is not also oxidized either.
cZhGkz4jNnk_6-8-rgb_front,"This process keeps green tea, green."
cZhGkz4jNnk_7-8-rgb_front,The brew will have a light gold to a green tint.
c_M23pD7JHc_2-5-rgb_front,"They had a picture of her roping the cow, the cow that helped her win the ribbon."
ca1_W8LZUmA_0-5-rgb_front,Now it's time to warm up the lips.
caSH1HZRhZA_0-5-rgb_front,Okay.
caSH1HZRhZA_15-5-rgb_front,Okay?
caSH1HZRhZA_17-5-rgb_front,"We just put the string through the hole, in this way."
caSH1HZRhZA_18-5-rgb_front,And this allows us to tie.
caSH1HZRhZA_29-5-rgb_front,All right.
caSH1HZRhZA_3-5-rgb_front,Okay?
caSH1HZRhZA_31-5-rgb_front,We've crossed it.
caSH1HZRhZA_38-5-rgb_front,So let's go ahead and see.
caSH1HZRhZA_39-5-rgb_front,Finish this here.
cbBb4MkVqQw_1-5-rgb_front,"And this one's, this is a hard one."
cbBb4MkVqQw_13-5-rgb_front,Just don't do it.
cbBb4MkVqQw_15-5-rgb_front,Don't gossip.
cbBb4MkVqQw_3-5-rgb_front,It is gossip.
cbBb4MkVqQw_4-5-rgb_front,And what is gossip?
cd6_MRFSaBg_3-5-rgb_front,It doesn't really matter how it's laid across.
cdwEY8_WfZA_0-8-rgb_front,I'm going to lay in this shot and I want to show you something.
ce3agDFnApw_10-8-rgb_front,"And, you want to lightly shake this."
ce3agDFnApw_11-8-rgb_front,You don't want to be too vigorous with it.
ce3agDFnApw_12-8-rgb_front,"Probably, that's about right."
ce3agDFnApw_13-8-rgb_front,You can see that everything has been mixed all the way through.
ce3agDFnApw_15-8-rgb_front,It's all mixed pretty good.
ce3agDFnApw_17-8-rgb_front,"So, it doesn't process properly."
ce3agDFnApw_18-8-rgb_front,"So, just a light shake."
ce3agDFnApw_19-8-rgb_front,"Make sure that cover, that hole is covered."
ce3agDFnApw_20-8-rgb_front,"And, now we're ready to apply color."
ce3agDFnApw_3-8-rgb_front,"So, in my bottle I have nothing but my hair color."
ce3agDFnApw_4-8-rgb_front,"This is after I've been to the store, chose the right color."
ce3agDFnApw_6-8-rgb_front,"So, I'm going to follow my measuring lines."
celb3UJ9_Ko_1-8-rgb_front,"It almost seems silly to incorporate other things, but why not?"
celb3UJ9_Ko_13-8-rgb_front,Here's another example.
celb3UJ9_Ko_4-8-rgb_front,These are glass flowers.
celb3UJ9_Ko_7-8-rgb_front,You can even add soveniers.
celb3UJ9_Ko_8-8-rgb_front,This is a Buddha from a trip I took to Thailand.
celb3UJ9_Ko_9-8-rgb_front,It will look beautiful in a piece.
cfT0AmWaVUo_9-5-rgb_front,A little pressing.
chdVD0wH8HU_11-5-rgb_front,The puck will be bouncing around.
chdVD0wH8HU_15-5-rgb_front,And it works great.
chdVD0wH8HU_16-5-rgb_front,"So, use that."
chdVD0wH8HU_4-5-rgb_front,It would be a little bit lighter.
chdVD0wH8HU_5-5-rgb_front,It's made of plastic.
chdVD0wH8HU_8-5-rgb_front,If you need it or whatever.
ck8Pd1xb2hM_0-5-rgb_front,Hi!
ckEfgaF2ZKc_0-8-rgb_front,Hi!
clXjA4Ok8Bs_0-5-rgb_front,Hello!
clXjA4Ok8Bs_11-5-rgb_front,"Come on, who likes to come to a birthday party and just sit around and talk to people that you may or may not know."
clXjA4Ok8Bs_16-5-rgb_front,Make the story flow to where people part of the party will be able to choose or guess their favorite item or things.
clXjA4Ok8Bs_4-5-rgb_front,"For example, if you're having a party for a 5 year old, you want to choose games that are lively."
clXjA4Ok8Bs_8-5-rgb_front,"If you are having a birthday party for someone that's close to teen age, you will like to choose games that will make them think, but also make them have fun as well."
cmFd-YkgJ0w_11-9-rgb_front,This could set you into panic.
cmFd-YkgJ0w_13-9-rgb_front,This will release the tightest skirt.
cmFd-YkgJ0w_18-9-rgb_front,We also want to show you another way to remove a spray skirt.
cmFd-YkgJ0w_2-9-rgb_front,Russel is going though show you how to put on a neoprene spray skirt.
cmFd-YkgJ0w_20-9-rgb_front,So we may inadvertently put our loop in.
cmFd-YkgJ0w_23-9-rgb_front,You just pull it off.
cmFd-YkgJ0w_26-9-rgb_front,See how easy that is.
cmFd-YkgJ0w_27-9-rgb_front,This is something that you really should practice.
cmFd-YkgJ0w_7-9-rgb_front,Pull forward then up.
cmi0-jjwroA_2-5-rgb_front,So now we are going to prepare the chicken but here is how we are going to do it.
cmi0-jjwroA_4-5-rgb_front,So here is how we do that.
cmi0-jjwroA_5-5-rgb_front,So I just like to pour some flour.
coP58P_n38I_12-1-rgb_front,This is what's referred to as a glue in neck again.
coP58P_n38I_15-1-rgb_front,So again this is something that is very difficult to change.
coP58P_n38I_20-1-rgb_front,But again it's a solid connection.
coP58P_n38I_3-1-rgb_front,Let's begin with what's called a bolt on neck.
coP58P_n38I_5-1-rgb_front,And of course they don't protrude through the top.
coyY7sDvMac_11-8-rgb_front,The open front is very easy to slide on.
coyY7sDvMac_6-8-rgb_front,We just slide it right off the side.
coyY7sDvMac_7-8-rgb_front,"Easy, just like that."
coyY7sDvMac_9-8-rgb_front,It is just like before you put a saddle on.
cpcdTeyWHPc_1-8-rgb_front,My name is Jared Garbett and I'm with Echo Farms.
cpcdTeyWHPc_10-8-rgb_front,"After marking the ball, you can pick the ball up."
cpcdTeyWHPc_12-8-rgb_front,This is how practice proper golf etiquette while on the green.
cpcdTeyWHPc_9-8-rgb_front,Making sure not to move my golf ball.
cueklcakdUc_2-8-rgb_front,It will dry up really quickly.
cueklcakdUc_3-8-rgb_front,"So we want to make sure that when we are, that when we are not using it."
cvn7htBA8Xc_10-8-rgb_front,"Good, sit."
cvn7htBA8Xc_7-8-rgb_front,"Good, sit."
cvn7htBA8Xc_9-8-rgb_front,Up.
cw66nEbqw2w_0-9-rgb_front,"Hi, my name is Mark Breaux."
cw66nEbqw2w_15-9-rgb_front,And that's the Euro knot.
cw66nEbqw2w_3-9-rgb_front,It gives you a wider knot.
cwXQVmfKj48_1-5-rgb_front,Let's work on our Rocking Camel.
cwXQVmfKj48_11-5-rgb_front,Good.
cwXQVmfKj48_13-5-rgb_front,Right?
cwXQVmfKj48_18-5-rgb_front,"One, two, three, four."
cwXQVmfKj48_19-5-rgb_front,"One, two, three, very nice."
cwXQVmfKj48_20-5-rgb_front,Good.
cwXQVmfKj48_21-5-rgb_front,Excellent.
cwXQVmfKj48_22-5-rgb_front,That's a beautiful Rocking Camel.
cwXQVmfKj48_4-5-rgb_front,Okay.
cwXQVmfKj48_9-5-rgb_front,Good.
cx9q2GQwZCo_15-8-rgb_front,So you want to make sure it's got enough padding for you.
cx9q2GQwZCo_20-8-rgb_front,I'm Sundae with Natural Sundae.
cx9q2GQwZCo_21-8-rgb_front,Take it easy guys.
cx9q2GQwZCo_3-8-rgb_front,What you want to do is you first want to think about the weight and how heavy it is.
cx9q2GQwZCo_6-8-rgb_front,You also want to make sure that it's fairly adjustable.
czBrBQgZIuc_0-5-rgb_front,"Okay, we're going to start with the shower."
czBrBQgZIuc_1-5-rgb_front,We're all done with the tub now.
czBrBQgZIuc_11-5-rgb_front,"Okay, now every time I take a shower."
czBrBQgZIuc_12-5-rgb_front,You see these?
czBrBQgZIuc_13-5-rgb_front,I don't know if you can see the water marks.
czBrBQgZIuc_15-5-rgb_front,"So from the inside, lets say I've just had a shower."
czBrBQgZIuc_18-5-rgb_front,And just go like that.
czBrBQgZIuc_19-5-rgb_front,Done.
czBrBQgZIuc_2-5-rgb_front,Hopefully you have no questions left on the tub.
czBrBQgZIuc_21-5-rgb_front,But it.
czBrBQgZIuc_3-5-rgb_front,Its sparkly and clean.
czBrBQgZIuc_4-5-rgb_front,There's no germs.
czBrBQgZIuc_6-5-rgb_front,So lets move on to the shower.
czBrBQgZIuc_7-5-rgb_front,I'm going to give you an example of what I do with the squeegee.
d-UFZZklFmM_10-5-rgb_front,There.
d-UFZZklFmM_8-5-rgb_front,"Nice, even strokes."
d-cJHsXcKCQ_12-8-rgb_front,It's not your wave.
d-cJHsXcKCQ_13-8-rgb_front,It's like cutting in line.
d-cJHsXcKCQ_14-8-rgb_front,You really shouldn't do it.
d-cJHsXcKCQ_21-8-rgb_front,It's a lot harder to paddle.
d-cJHsXcKCQ_22-8-rgb_front,Paddle like you've never paddled before.
d-cJHsXcKCQ_23-8-rgb_front,I can't stress this enough.
d-cJHsXcKCQ_25-8-rgb_front,You really have to wait to feel the wave pick you up.
d-cJHsXcKCQ_27-8-rgb_front,And as you go down you get more speed.
d-cJHsXcKCQ_5-8-rgb_front,You don't want to be around too many people.
d-cJHsXcKCQ_6-8-rgb_front,That's hard to do in places like California.
d-wjMWfpeZc_0-5-rgb_front,Ok we are just about finished here.
d-wjMWfpeZc_14-5-rgb_front,I'm sure they can help you choose the right cut that's for you.
d-wjMWfpeZc_15-5-rgb_front,Now Matt is just about done.
d-wjMWfpeZc_17-5-rgb_front,Always finish with a little hair spray.
d-wjMWfpeZc_3-5-rgb_front,A classic men's hair cut.
d0HkysFvGRU_15-5-rgb_front,"So, you need water."
d0HkysFvGRU_16-5-rgb_front,Just fill it up with your sink.
d0HkysFvGRU_17-5-rgb_front,That's really easy.
d0HkysFvGRU_18-5-rgb_front,The beer pong table is actually the most crucial.
d0HkysFvGRU_20-5-rgb_front,It doesn't have to be fancy enough to be cool.
d1h3XLGDMEY_0-8-rgb_front,Hi.
d4gKps6FAO0_4-5-rgb_front,The top wing is adjustable.
d4gKps6FAO0_5-5-rgb_front,The front wing is not adjustable.
d7AGobq8bmw_3-8-rgb_front,Sleep helps you prevent a cold in a variety of ways.
d7AGobq8bmw_6-8-rgb_front,"So getting enough sleep is very important, but actually doing it can be very difficult."
d7ZnbqAlscs_0-5-rgb_front,Hi!
d7ZnbqAlscs_4-5-rgb_front,Well one thing that it does is that it dehydrates you.
dBIPltG0S5k_11-8-rgb_front,"Or, he wants to catch it on the right side so he's on that dominant side."
dBIPltG0S5k_12-8-rgb_front,"Also, when you catch it, catch it nice and soft."
dBIPltG0S5k_14-8-rgb_front,This is what it looks like when he receives the kick (video demo).
dBIPltG0S5k_16-8-rgb_front,That's the proper way to do it.
dBIPltG0S5k_3-8-rgb_front,What we want to talk about first is that balance.
dBIPltG0S5k_8-8-rgb_front,You don't want to receive the ball in the middle and let it hit you in the middle of the chest.
dEimfSueTwk_10-5-rgb_front,Some kneel down this way.
dEimfSueTwk_5-5-rgb_front,This is the most popular stance.
dEsle4TneCw_10-5-rgb_front,I'm going to Promenade.
dEsle4TneCw_11-5-rgb_front,I'm going to take a walk.
dEsle4TneCw_13-5-rgb_front,So it's one.
dEsle4TneCw_18-5-rgb_front,See how it looks.
dEsle4TneCw_7-5-rgb_front,"Okay, I'm going to show this again."
dFaHc--TlxQ_1-5-rgb_front,But there is some disadvantages also.
dGI7tIbYFis_1-5-rgb_front,It's a very simple game.
dGI7tIbYFis_10-5-rgb_front,You can play baseball in your backyard.
dGI7tIbYFis_5-5-rgb_front,You don't need to be 250 pounds.
dGI7tIbYFis_6-5-rgb_front,You don't need to run a 4-4-40.
dH0pIsPTIug_11-8-rgb_front,You want to make sure you put sunscreen to protect you from the sun.
dH0pIsPTIug_14-8-rgb_front,There you go; tennis ball in there.
dH0pIsPTIug_2-8-rgb_front,This would be a decent tennis ball.
dH0pIsPTIug_4-8-rgb_front,This would be an example of a bad tennis ball.
dH0pIsPTIug_7-8-rgb_front,Where to place your tennis balls?
dH0pIsPTIug_8-8-rgb_front,That's a very important question.
dJ3lnqaocV4_4-8-rgb_front,"When your hands are in there you can feel the texture, the density."
dJ3lnqaocV4_7-8-rgb_front,It's very important to be aware of that before you begin the cut.
dJkZC7IchGs_10-1-rgb_front,"Give me that jump rope."""
dJkZC7IchGs_11-1-rgb_front,"So they hand me the jump rope and I say, ""You know how to learn how to jump rope?"
dJkZC7IchGs_13-1-rgb_front,Okay?
dJkZC7IchGs_14-1-rgb_front,You just set it off to the side.
dJkZC7IchGs_15-1-rgb_front,"Make believe you have a jump rope."""
dJkZC7IchGs_18-1-rgb_front,It's just wasting a lot of energy.
dJkZC7IchGs_19-1-rgb_front,We're going to jump an inch off the floor.
dJkZC7IchGs_2-1-rgb_front,"A lot of them haven't jump roped since they were a kid, and that's fine."
dJkZC7IchGs_20-1-rgb_front,We're just going to revolve our wrists a little bit.
dJkZC7IchGs_23-1-rgb_front,Okay?
dJkZC7IchGs_25-1-rgb_front,That's a knot in there.
dJkZC7IchGs_27-1-rgb_front,Well that's a good start.
dJkZC7IchGs_6-1-rgb_front,It's a light nylon type thing with some good ball-bearing swivels.
dPDIWKLSjBw_1-2-rgb_front,If you're trying to find north you can do it many different ways.
dPDIWKLSjBw_13-2-rgb_front,But these are the many different ways you can find north.
dPDIWKLSjBw_7-2-rgb_front,If you can't do that you can find it other ways.
dS9mMXiUnkQ_12-5-rgb_front,Put that there.
dS9mMXiUnkQ_15-5-rgb_front,And these little guys.
dS9mMXiUnkQ_16-5-rgb_front,These are little plastic dinosaur.
dS9mMXiUnkQ_17-5-rgb_front,Boys love these.
dS9mMXiUnkQ_2-5-rgb_front,I totally lucked out.
dS9mMXiUnkQ_3-5-rgb_front,I was very excited about it.
dS9mMXiUnkQ_4-5-rgb_front,A dinosaur coloring book.
dS9mMXiUnkQ_7-5-rgb_front,It?s very cute.
dS9mMXiUnkQ_8-5-rgb_front,So I am going to put that there.
dT5xm3lFdbo_2-5-rgb_front,There's two ways you can do this.
dT5xm3lFdbo_3-5-rgb_front,One is holding the breath.
dT5xm3lFdbo_5-5-rgb_front,And then a nice breath out.
dT5xm3lFdbo_6-5-rgb_front,And repeat this several times.
dT5xm3lFdbo_9-5-rgb_front,The other cooling breath is through a rolled tongue.
dWfNzU-OFZw_0-8-rgb_front,"O.k., now I have all my napkins separated."
dWfNzU-OFZw_13-8-rgb_front,And you want to work very gently with it.
dZztN9Ewuzo_1-5-rgb_front,"Again, you want to make sure you are in proper posture."
dZztN9Ewuzo_10-5-rgb_front,Bring one knee out and down a little further.
dZztN9Ewuzo_11-5-rgb_front,Then the other knee.
dZztN9Ewuzo_12-5-rgb_front,Knee.
dZztN9Ewuzo_13-5-rgb_front,Knee.
dZztN9Ewuzo_14-5-rgb_front,Knee.
dZztN9Ewuzo_15-5-rgb_front,Knee.
dZztN9Ewuzo_16-5-rgb_front,Knee.
dZztN9Ewuzo_18-5-rgb_front,Down and out.
dZztN9Ewuzo_19-5-rgb_front,Down and out.
dZztN9Ewuzo_20-5-rgb_front,Down and out.
dZztN9Ewuzo_22-5-rgb_front,"So, drop squeeze."
dZztN9Ewuzo_23-5-rgb_front,Squeeze.
dZztN9Ewuzo_24-5-rgb_front,Squeeze.
dZztN9Ewuzo_25-5-rgb_front,Squeeze.
dZztN9Ewuzo_26-5-rgb_front,Squeeze.
dZztN9Ewuzo_27-5-rgb_front,Squeeze.
dZztN9Ewuzo_28-5-rgb_front,Squeeze.
dZztN9Ewuzo_29-5-rgb_front,Squeeze.
dZztN9Ewuzo_3-5-rgb_front,Usually about this stance for your proper stance for this one.
dZztN9Ewuzo_30-5-rgb_front,Squeeze.
dZztN9Ewuzo_31-5-rgb_front,This is called your pistol hips.
dZztN9Ewuzo_33-5-rgb_front,Drop.
dZztN9Ewuzo_34-5-rgb_front,Drop.
dZztN9Ewuzo_35-5-rgb_front,Drop.
dZztN9Ewuzo_36-5-rgb_front,Drop.
dZztN9Ewuzo_37-5-rgb_front,Drop.
dZztN9Ewuzo_38-5-rgb_front,Drop.
dZztN9Ewuzo_39-5-rgb_front,Make sure you are squeezing.
dZztN9Ewuzo_5-5-rgb_front,"What I do is let one hip go, then the other hip."
dZztN9Ewuzo_6-5-rgb_front,"One hip, and the other hip."
dZztN9Ewuzo_9-5-rgb_front,"And, then the other knee."
dam5GdktjAU_11-8-rgb_front,It is not this type of motion that would put you back.
darV50MH6vc_11-8-rgb_front,"These little crevices back here, oh yes, she's being such a good girl."
darV50MH6vc_13-8-rgb_front,Which is great.
darV50MH6vc_15-8-rgb_front,You can just scruff that.
darV50MH6vc_18-8-rgb_front,And it keeps your counter clean.
darV50MH6vc_19-8-rgb_front,And we're going to come over here and do the other side.
darV50MH6vc_2-8-rgb_front,Mites can be a big one.
darV50MH6vc_20-8-rgb_front,There you go sweety.
darV50MH6vc_21-8-rgb_front,How's that?
darV50MH6vc_22-8-rgb_front,Oh not a whole lot going on today.
darV50MH6vc_24-8-rgb_front,I wouldn't do this with a cat that you don't know well.
darV50MH6vc_3-8-rgb_front,Fungus can be another.
darV50MH6vc_30-8-rgb_front,Doesn't that feel good?
darV50MH6vc_31-8-rgb_front,Doesn't that feel nice and clean?
darV50MH6vc_32-8-rgb_front,Oh aren't you a good kitty Daisy?
darV50MH6vc_33-8-rgb_front,"Yeah, and look your ears are so pretty."
darV50MH6vc_8-8-rgb_front,Or perhaps they have food allergies or some other allergy.
dbSAB8F8GYc_11-9-rgb_front,Good.
dbSAB8F8GYc_13-9-rgb_front,So ready?
dbSAB8F8GYc_15-9-rgb_front,Wing and a toe.
dbSAB8F8GYc_16-9-rgb_front,Wing and a toe.
dbSAB8F8GYc_17-9-rgb_front,Wing and a toe.
dbSAB8F8GYc_18-9-rgb_front,Wing and a toe.
dbSAB8F8GYc_22-9-rgb_front,Ready?
dbSAB8F8GYc_3-9-rgb_front,"So, keep your toes forward; weight in the balls of your feet; use your plie."
dbSAB8F8GYc_4-9-rgb_front,Your going to push off your foot.
dbSAB8F8GYc_5-9-rgb_front,Toe.
dbSAB8F8GYc_7-9-rgb_front,Wing and a toe.
dbSAB8F8GYc_8-9-rgb_front,Wing and a toe.
dbSAB8F8GYc_9-9-rgb_front,Wing and a toe.
db_8cpiP0T4_7-1-rgb_front,"All right, here we go."
db_8cpiP0T4_8-1-rgb_front,Ball.
db_8cpiP0T4_9-1-rgb_front,Good.
dcN7W0lxTpE_12-8-rgb_front,Which I don't subscribe to.
dcN7W0lxTpE_13-8-rgb_front,I think we need more of the balance.
dcN7W0lxTpE_16-8-rgb_front,But there are other raw foods as well.
dcN7W0lxTpE_17-8-rgb_front,Raw eggs for example.
dcN7W0lxTpE_18-8-rgb_front,If you remember the Rocky movies.
dcN7W0lxTpE_2-8-rgb_front,And that is raw food.
dcN7W0lxTpE_21-8-rgb_front,And in some states this is available.
dcN7W0lxTpE_22-8-rgb_front,Not all.
dcN7W0lxTpE_27-8-rgb_front,You've heard of Sushi.
dcN7W0lxTpE_28-8-rgb_front,Sushi consists of a lot of different types of raw fish.
dcN7W0lxTpE_29-8-rgb_front,And we can talk about the proportion.
dcN7W0lxTpE_37-8-rgb_front,Some of the advantages of cooked foods.
dcN7W0lxTpE_38-8-rgb_front,Cooked foods.
dcN7W0lxTpE_40-8-rgb_front,As in the case of carrots.
dcN7W0lxTpE_42-8-rgb_front,Not over cooking them.
dcN7W0lxTpE_43-8-rgb_front,But al-dente as they say.
dcN7W0lxTpE_44-8-rgb_front,Tomatoes.
dcN7W0lxTpE_48-8-rgb_front,"So, again, we need a nice balance of raw and cooked foods in the diet."
dcN7W0lxTpE_49-8-rgb_front,Well here's a gourmet approach to raw foods.
dcN7W0lxTpE_50-8-rgb_front,This is something like you might find in some of the raw food restaurants.
dcN7W0lxTpE_51-8-rgb_front,This is a spinach quiche.
dcN7W0lxTpE_55-8-rgb_front,Looks delicious.
dcN7W0lxTpE_56-8-rgb_front,Here's another one.
dcN7W0lxTpE_57-8-rgb_front,This is a Mediterranean wrap.
dcN7W0lxTpE_59-8-rgb_front,Also delicious.
dcN7W0lxTpE_6-8-rgb_front,Enzymes are considered the life force of foods.
dcN7W0lxTpE_61-8-rgb_front,Try your local natural foods store.
dewJbotk9UM_0-8-rgb_front,"Hello, my names Mark Blocker."
dfpBYRHB83s_1-1-rgb_front,Now we're going to talk about character development.
dfpBYRHB83s_12-1-rgb_front,So these are some of the ways that you can develop a character.
dfpBYRHB83s_14-1-rgb_front,So then we get to see that they had a decent amount of life experience.
dfpBYRHB83s_16-1-rgb_front,"Their purpose, their purpose."
dfpBYRHB83s_2-1-rgb_front,How do you develop a character?
dfpBYRHB83s_21-1-rgb_front,These are ways that we can develop a character.
dfpBYRHB83s_5-1-rgb_front,Why is the character on stage?
dfpBYRHB83s_7-1-rgb_front,What is the purpose of the character?
dfpBYRHB83s_8-1-rgb_front,What do they function to do?
dfpBYRHB83s_9-1-rgb_front,And there's also a biography.
dh6-yhJ30pY_2-8-rgb_front,So if you have Half &amp; Half then you just use that.
dh6-yhJ30pY_4-8-rgb_front,And I'm going to move on to steaming the milk.
dh6-yhJ30pY_5-8-rgb_front,So I'm going to do this in three motions.
dh6-yhJ30pY_8-8-rgb_front,You feel that warm break in the milk.
dhKAQ8Yh0kM_4-5-rgb_front,"So, I'm putting."
dhKAQ8Yh0kM_6-5-rgb_front,"One, two, three."
dkJRO_I7d3Q_6-8-rgb_front,Pull it through.
dkJRO_I7d3Q_8-8-rgb_front,We'll pull that through our loop.
dkJRO_I7d3Q_9-8-rgb_front,And now we've got our dropped stitch here.
dmUuraVHek8_12-8-rgb_front,Don't you Ms. Possum?
dmUuraVHek8_13-8-rgb_front,See she's asleep.
dmUuraVHek8_14-8-rgb_front,She's sleeping like a baby.
dmUuraVHek8_4-8-rgb_front,It doesn't bother me.
dmUuraVHek8_5-8-rgb_front,I just tend to wash my sheets more.
dmUuraVHek8_6-8-rgb_front,"In this case, I let Possum have her very own bed."
dnHhd661caQ_15-8-rgb_front,Again the exact same strategy as with the other one.
dnHhd661caQ_17-8-rgb_front,Same thing over here and so on.
dnHhd661caQ_19-8-rgb_front,That's what we want to continue to do.
dnHhd661caQ_5-8-rgb_front,Bubbles are translucent.
dnHhd661caQ_6-8-rgb_front,They are not always exactly the same.
dnHhd661caQ_8-8-rgb_front,You can rotate there ground a little bit.
dnHhd661caQ_9-8-rgb_front,"So there you go, you just get sort of a bubble."
dnzYz8sZHSg_11-1-rgb_front,"But for our purposes, we're going to go ahead and change the oil."
dnzYz8sZHSg_2-1-rgb_front,How often do you want to change your oil is a good question.
dnzYz8sZHSg_5-1-rgb_front,"So what we're going to do right now is check our oil, which is pretty straight forward."
doMosV-zfCI_0-2-rgb_front,Hi.
doMosV-zfCI_12-2-rgb_front,But even they can improve.
doMosV-zfCI_19-2-rgb_front,And he's going to breathe all the way up.
doMosV-zfCI_20-2-rgb_front,And he's going to breathe.
doMosV-zfCI_24-2-rgb_front,So breath all the way up.
doMosV-zfCI_26-2-rgb_front,Exhale through your nose.
doMosV-zfCI_30-2-rgb_front,That's great.
doMosV-zfCI_31-2-rgb_front,And then he breathes out.
doMosV-zfCI_32-2-rgb_front,All the way down.
doMosV-zfCI_34-2-rgb_front,That is the proper way to breathe.
doMosV-zfCI_35-2-rgb_front,Always breathe from the very bottom of your stomach.
doMosV-zfCI_38-2-rgb_front,And that's the proper way to breathe deeply.
doMosV-zfCI_4-2-rgb_front,We're talking about self hypnosis.
doMosV-zfCI_7-2-rgb_front,Right.
doMosV-zfCI_8-2-rgb_front,Thank you.
doMosV-zfCI_9-2-rgb_front,So the most important thing.
dpmvQ0Alr_4_0-8-rgb_front,NATHAN MCCULLOUGH: Hi.
dpmvQ0Alr_4_12-8-rgb_front,"So, if you want to get snow tires, hang on to your old tires."
dpmvQ0Alr_4_14-8-rgb_front,Take them home.
dpmvQ0Alr_4_7-8-rgb_front,Snow tires are great.
dpmvQ0Alr_4_8-8-rgb_front,They work wonderfully in the winter time.
dq9LGNzm2Mo_1-8-rgb_front,So this is one example of an espresso grinder.
dtgTGUzrAAU_1-5-rgb_front,I'm just going to put them on.
duDHzhkbkcE_1-5-rgb_front,I have a mascara wand and also a mascara comb.
dvBdWGLzayI_10-8-rgb_front,Okay?
dvBdWGLzayI_13-8-rgb_front,There is another orange.
dvBdWGLzayI_14-8-rgb_front,Leave room to cut them out.
dvBdWGLzayI_15-8-rgb_front,There is a red.
dvBdWGLzayI_16-8-rgb_front,"From each other, leave some space and there is a red, okay?"
dvBdWGLzayI_18-8-rgb_front,"We've got a couple of pieces here, okay?"
dvBdWGLzayI_19-8-rgb_front,Window glass is just your clear glass.
dvBdWGLzayI_23-8-rgb_front,So practice.
dvBdWGLzayI_3-8-rgb_front,"When you get those, step over, grab your glue."
dvBdWGLzayI_4-8-rgb_front,"You need some type of glue, okay?"
dvBdWGLzayI_5-8-rgb_front,I've got them turned facedown here.
dvBdWGLzayI_6-8-rgb_front,I'm going to barely spray.
dvBdWGLzayI_7-8-rgb_front,You want to spray your glue onto something.
dvBdWGLzayI_8-8-rgb_front,"I'm going to pick up these pattern pieces now, okay?"
dvBdWGLzayI_9-8-rgb_front,"Sometimes, they'll just stick to your fingers."
dvbjlbs5rm0_0-2-rgb_front,"Hi, I'm Kyle Brayer."
dvbjlbs5rm0_4-2-rgb_front,You can also set an object down on the ground.
dvbjlbs5rm0_6-2-rgb_front,"So it's like this, back and forth."
dwxB_OaeAAg_2-8-rgb_front,Usually it's the Puer tea that's best.
dz1K0E0eewQ_1-5-rgb_front,"For the lid color, you have so many choices."
dz1K0E0eewQ_13-5-rgb_front,The lid is basically from where the eyelash is.
